INSPIIRED.21,NA,pool1,INSPIIRED,pool1-1,R,365,FB-P5-Rd1-LTR.21,FB-P7-Rd2-LC.21,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.22,NA,pool1,INSPIIRED,pool1-2,R,365,FB-P5-Rd1-LTR.22,FB-P7-Rd2-LC.22,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.23,NA,pool1,INSPIIRED,pool1-3,R,365,FB-P5-Rd1-LTR.23,FB-P7-Rd2-LC.23,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.24,NA,pool1,INSPIIRED,pool1-4,R,365,FB-P5-Rd1-LTR.24,FB-P7-Rd2-LC.24,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
