INSPIIRED.5,NA,clone2,INSPIIRED,clone2-1,R,365,FB-P5-Rd1-LTR.5,FB-P7-Rd2-LC.5,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.6,NA,clone2,INSPIIRED,clone2-2,R,365,FB-P5-Rd1-LTR.6,FB-P7-Rd2-LC.6,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.7,NA,clone2,INSPIIRED,clone2-3,R,365,FB-P5-Rd1-LTR.7,FB-P7-Rd2-LC.7,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
INSPIIRED.8,NA,clone2,INSPIIRED,clone2-4,R,365,FB-P5-Rd1-LTR.8,FB-P7-Rd2-LC.8,POOL-ISA-AVRO-19-Clin,10/27/21,hg18,SIN-LV,Empty-bed,LCbrcd,p746vector,NA,NA
